0.85 0.216385 -0.0035502 -0.0035502
0.852 0.214654 -0.00520381 -0.00520381
0.854 0.212128 -0.00756399 -0.00756399
0.856 0.208478 -0.0108617 -0.0108617
0.858 0.203282 -0.0153273 -0.0153273
0.86 0.19604 -0.0211037 -0.0211037
0.862 0.186236 -0.0280925 -0.0280925
0.864 0.173473 -0.0357568 -0.0357568
0.866 0.157685 -0.0429958 -0.0429958
0.868 0.139336 -0.0482924 -0.0482924
0.87 0.1195 -0.05025 -0.05025
0.872 0.0996638 -0.0482924 -0.0482924
0.874 0.0813151 -0.0429958 -0.0429958
0.876 0.0655265 -0.0357568 -0.0357568
0.878 0.0527643 -0.0280925 -0.0280925
0.88 0.0429598 -0.0211037 -0.0211037
0.882 0.0357177 -0.0153273 -0.0153273
0.884 0.0305222 -0.0108617 -0.0108617
0.886 0.0268723 -0.00756399 -0.00756399
0.888 0.024346 -0.00520381 -0.00520381
0.89 0.0226152 -0.0035502 -0.0035502
0.892 0.0214378 -0.00240825 -0.00240825
0.894 0.0206407 -0.00162728 -0.00162728
0.896 0.0201027 -0.0010967 -0.0010967
0.898 0.0197405 -0.000737804 -0.000737804
0.9 0.019497 -0.000495768 -0.000495768
0.902 0.0193334 -0.000332866 -0.000332866
0.904 0.0192236 -0.000223371 -0.000223371
0.906 0.01915 -0.00014984 -0.00014984
0.908 0.0191005 -0.00010049 -0.00010049
0.91 0.0190674 -6.73828e-05 -6.73828e-05
0.912 0.0190452 -4.5178e-05 -4.5178e-05
0.914 0.0190303 -3.02882e-05 -3.02882e-05
0.916 0.0190203 -2.03048e-05 -2.03048e-05
0.918 0.0190136 -1.36116e-05 -1.36116e-05
0.92 0.0190091 -9.12456e-06 -9.12456e-06
0.922 0.0190061 -6.11656e-06 -6.11656e-06
0.924 0.0190041 -4.10013e-06 -4.10013e-06
0.926 0.0190027 -2.74844e-06 -2.74844e-06
0.928 0.0190018 -1.84235e-06 -1.84235e-06
0.93 0.0190012 -1.23497e-06 -1.23497e-06
0.932 0.0190008 -8.2783e-07 -8.2783e-07
0.934 0.0190006 -5.54912e-07 -5.54912e-07
0.936 0.0190004 -3.71969e-07 -3.71969e-07
0.938 0.0190002 -2.49339e-07 -2.49339e-07
0.94 0.0190002 -1.67137e-07 -1.67137e-07
0.942 0.0190001 -1.12035e-07 -1.12035e-07
0.944 0.0190001 -7.50996e-08 -7.50996e-08
0.946 0.0190001 -5.03408e-08 -5.03408e-08
0.948 0.019 -3.37444e-08 -3.37444e-08
0.95 0.019 -2.26196e-08 -2.26196e-08
0.952 0.019 -1.51623e-08 -1.51623e-08
0.954 0.019 -1.01636e-08 -1.01636e-08
0.956 0.019 -6.81288e-09 -6.81288e-09
0.958 0.019 -4.56681e-09 -4.56681e-09
0.96 0.019 -3.06123e-09 -3.06123e-09
0.962 0.019 -2.052e-09 -2.052e-09
0.964 0.019 -1.3755e-09 -1.3755e-09
0.966 0.019 -9.22024e-10 -9.22024e-10
0.968 0.019 -6.18051e-10 -6.18051e-10
0.97 0.019 -4.14292e-10 -4.14292e-10
0.972 0.019 -2.77708e-10 -2.77708e-10
0.974 0.019 -1.86153e-10 -1.86153e-10
0.976 0.019 -1.24782e-10 -1.24782e-10
0.978 0.019 -8.36441e-11 -8.36441e-11
0.98 0.019 -5.60683e-11 -5.60683e-11
0.982 0.019 -3.75837e-11 -3.75837e-11
0.984 0.019 -2.51931e-11 -2.51931e-11
0.986 0.019 -1.68875e-11 -1.68875e-11
0.988 0.019 -1.132e-11 -1.132e-11
0.99 0.019 -7.58802e-12 -7.58802e-12
0.992 0.019 -5.0864e-12 -5.08641e-12
0.994 0.019 -3.40952e-12 -3.40954e-12
0.996 0.019 -2.28547e-12 -2.28546e-12
0.998 0.019 -1.53199e-12 -1.532e-12
1 0.019 -1.02693e-12 -1.02691e-12
1.002 0.019 -6.8837e-13 -6.88388e-13
1.004 0.019 -4.61428e-13 -4.6144e-13
1.006 0.019 -3.09304e-13 -3.09293e-13
1.008 0.019 -2.07333e-13 -2.07311e-13
1.01 0.019 -1.38979e-13 -1.38981e-13
1.012 0.019 -9.31607e-14 -9.31448e-14
1.014 0.019 -6.24475e-14 -6.24387e-14
1.016 0.019 -4.18598e-14 -4.18638e-14
1.018 0.019 -2.80595e-14 -2.80729e-14
1.02 0.019 -1.88088e-14 -1.87896e-14
1.022 0.019 -1.26079e-14 -1.25859e-14
1.024 0.019 -8.45135e-15 -8.43525e-15
1.026 0.019 -5.66511e-15 -5.66813e-15
1.028 0.019 -3.79744e-15 -3.79363e-15
1.03 0.019 -2.5455e-15 -2.54397e-15
1.032 0.019 -1.7063e-15 -1.69598e-15
1.034 0.019 -1.14377e-15 -1.16041e-15
1.036 0.019 -7.66689e-16 -7.58726e-16
1.038 0.019 -5.13927e-16 -5.35572e-16
1.04 0.019 -3.44496e-16 -3.57048e-16
1.042 0.019 -2.30922e-16 -2.23155e-16
1.044 0.019 -1.54792e-16 -1.33893e-16
1.046 0.019 -1.0376e-16 -8.92619e-17
1.048 0.019 -6.95525e-17 -8.92619e-17
1.05 0.019 -4.66224e-17 -4.4631e-17
1.052 0.019 -3.12519e-17 -4.4631e-17
1.054 0.019 -2.09488e-17 -0
1.056 0.019 -1.40424e-17 -0
1.058 0.019 -9.4129e-18 -0
1.06 0.019 -6.30966e-18 -0
1.062 0.019 -4.22949e-18 -0
1.064 0.019 -2.83511e-18 -0
1.066 0.019 -1.90043e-18 -0
1.068 0.019 -1.2739e-18 -0
1.07 0.019 -8.53919e-19 -0
1.072 0.019 -5.72399e-19 -0
1.074 0.019 -3.83691e-19 -0
1.076 0.019 -2.57196e-19 -0
1.078 0.019 -1.72403e-19 -0
