time, CoM_x,CoM_y,CoM_z,ep_x,ep_y,ep_z
0.002000 0.236991 -0.002515 0.382377 2689464.213700 50.000000 50.000000 2689464.213700 1.000000 1.000000 1.000000 1.000000 50.000000 50.000000 1.000000 1.000000 2689464.213700 2689464.213700 1.000000 1.000000 0.000351 0.000001 0.000415 0.000000 0.000000 0.000000 0.000000 0.000691 -0.000001 0.000416
0.004000 0.236994 -0.002514 0.382407 3100305.188724 50.000001 50.000004 3100305.188724 0.999301 0.999999 0.999998 0.999923 50.000001 50.000004 0.999999 0.999998 3100305.188724 3100305.188724 0.999301 0.999923 0.001046 0.000113 0.015102 0.000000 0.000000 0.000000 0.000000 0.001726 0.000110 0.015103
0.006000 0.236999 -0.002514 0.382458 3543486.937742 50.000002 50.000007 3543486.937742 0.999301 0.999999 0.999998 0.999913 50.000002 50.000007 0.999999 0.999998 3543486.937742 3543486.937742 0.999301 0.999913 0.001365 0.000055 0.025369 0.000000 0.000000 0.000000 0.000000 0.002385 0.000050 0.025370
0.008000 0.237004 -0.002515 0.382523 4013173.398876 50.000004 50.000011 4013173.398876 0.999301 0.999999 0.999998 0.999913 50.000004 50.000011 0.999999 0.999998 4013173.398876 4013173.398876 0.999301 0.999913 0.001505 -0.000115 0.032621 0.000000 0.000000 0.000000 0.000000 0.002865 -0.000122 0.032623
0.010000 0.237011 -0.002515 0.382599 4501710.026876 50.000005 50.000015 4501710.026876 0.999301 0.999999 0.999998 0.999913 50.000005 50.000015 0.999999 0.999998 4501710.026876 4501710.026876 0.999301 0.999913 0.001561 -0.000311 0.037796 0.000000 0.000000 0.000000 0.000000 0.003261 -0.000319 0.037799
0.012000 0.237018 -0.002516 0.382682 5000050.000001 50.000006 50.000019 5000050.000001 0.999301 0.999999 0.999998 0.999913 50.000006 50.000019 0.999999 0.999998 5000050.000001 5000050.000001 0.999301 0.999913 0.001583 -0.000496 0.041529 0.000000 0.000000 0.000000 0.000000 0.003623 -0.000506 0.041532
0.014000 0.237025 -0.002518 0.382770 5498389.973126 50.000007 50.000022 5498389.973126 0.809371 0.999999 0.999998 0.899913 50.000007 50.000022 0.999999 0.999998 5498389.973126 5498389.973126 0.809371 0.899913 0.001373 -0.000720 0.043971 0.000000 0.000000 0.000000 0.000000 0.003753 -0.000731 0.043974
0.016000 0.237032 -0.002520 0.382858 5986926.601126 50.000008 50.000026 5986926.601126 0.639441 0.999999 0.999998 0.719921 50.000008 50.000026 0.999999 0.999998 5986926.601126 5986926.601126 0.639441 0.719921 0.000873 -0.000860 0.043846 0.000000 0.000000 0.000000 0.000000 0.003592 -0.000874 0.043849
0.018000 0.237039 -0.002522 0.382943 6456613.062259 50.000009 50.000030 6456613.062259 0.489511 0.999999 0.999998 0.559930 50.000009 50.000030 0.999999 0.999998 6456613.062259 6456613.062259 0.489511 0.559930 0.000085 -0.000964 0.042672 0.000000 0.000000 0.000000 0.000000 0.003145 -0.000979 0.042675
0.020000 0.237043 -0.002524 0.383026 6899794.811277 50.000010 50.000034 6899794.811277 0.359581 0.999999 0.999998 0.419939 50.000010 50.000034 0.999999 0.999998 6899794.811277 6899794.811277 0.359581 0.419939 -0.001015 -0.001051 0.041445 0.000000 0.000000 0.000000 0.000000 0.002385 -0.001068 0.041447
0.022000 0.237046 -0.002526 0.383107 7310635.786301 50.000011 50.000037 7310635.786301 0.249651 0.999999 0.999998 0.299948 50.000011 50.000037 0.999999 0.999998 7310635.786301 7310635.786301 0.249651 0.299948 -0.002380 -0.001145 0.040698 0.000000 0.000000 0.000000 0.000000 0.001360 -0.001163 0.040700
0.024000 0.237046 -0.002529 0.383189 7685297.834991 50.000011 50.000037 7685297.834991 0.200000 1.000000 1.000000 0.239872 50.000011 50.000037 1.000000 1.000000 7685297.834991 7685297.834991 0.200000 0.239872 -0.003855 -0.001281 0.040604 0.000000 0.000000 0.000000 0.000000 0.000225 -0.001301 0.040606
0.026000 0.237044 -0.002532 0.383271 8021888.885587 50.000011 50.000037 8021888.885587 0.150000 1.000000 1.000000 0.179909 50.000011 50.000037 1.000000 1.000000 8021888.885587 8021888.885587 0.150000 0.179909 -0.005347 -0.001441 0.041243 0.000000 0.000000 0.000000 0.000000 -0.000927 -0.001463 0.041245
0.028000 0.237040 -0.002535 0.383356 8320233.851340 50.000011 50.000037 8320233.851340 0.100000 1.000000 1.000000 0.119939 50.000011 50.000037 1.000000 1.000000 8320233.851340 8320233.851340 0.100000 0.119939 -0.006765 -0.001606 0.042552 0.000000 0.000000 0.000000 0.000000 -0.002005 -0.001629 0.042552
0.030000 0.237035 -0.002539 0.383445 8581539.350996 50.000011 50.000037 8581539.350996 0.050000 1.000000 1.000000 0.059970 50.000011 50.000037 1.000000 1.000000 8581539.350996 8581539.350996 0.050000 0.059970 -0.007987 -0.001770 0.044344 0.000000 0.000000 0.000000 0.000000 -0.002887 -0.001795 0.044343
0.032000 0.237028 -0.002542 0.383538 8808020.779780 50.000011 50.000037 8808020.779780 0.000000 1.000000 1.000000 0.000000 50.000011 50.000037 1.000000 1.000000 8808020.779780 8808020.779780 0.000000 0.000000 -0.008876 -0.001882 0.046311 0.000000 0.000000 0.000000 0.000000 -0.003436 -0.001908 0.046309
0.034000 0.237020 -0.002546 0.383634 9002545.108804 50.000011 50.000037 9002545.108804 0.000000 1.000000 1.000000 0.000000 50.000011 50.000037 1.000000 1.000000 9002545.108804 9002545.108804 0.000000 0.000000 -0.009425 -0.001990 0.048441 0.000000 0.000000 0.000000 0.000000 -0.003645 -0.002019 0.048437
0.036000 0.237014 -0.002551 0.383736 9168323.035062 50.000011 50.000037 9168323.035062 0.000000 1.000000 1.000000 0.069970 50.000011 50.000037 1.000000 1.000000 9168323.035062 9168323.035062 0.000000 0.069970 -0.009618 -0.002085 0.050535 0.000000 0.000000 0.000000 0.000000 -0.003498 -0.002115 0.050530
