time, CoM_x,CoM_y,CoM_z,ep_x,ep_y,ep_z
0.002000 0.237957 -0.002589 0.382383 2689464.213700 50.000000 50.000000 2689464.213700 0.000000 1.000000 1.000000 1.000000 50.000000 50.000000 1.000000 1.000000 2689464.213700 2689464.213700 0.000000 1.000000 0.000390 0.000001 0.000415 0.000000 0.000000 0.000000 0.000000 0.000690 -0.000001 0.000416
0.004000 0.237961 -0.002589 0.382413 3100305.188724 50.000000 50.000000 3100305.188724 0.993223 0.999999 0.999998 0.999886 50.000000 50.000000 0.999999 0.999998 3100305.188724 3100305.188724 0.993223 0.999886 0.001111 0.000100 0.015099 0.000000 0.000000 0.000000 0.000000 0.001711 0.000098 0.015100
0.006000 0.237965 -0.002589 0.382464 3543486.937742 50.000000 50.000000 3543486.937742 0.993223 0.999999 0.999998 0.999876 50.000000 50.000000 0.999999 0.999998 3543486.937742 3543486.937742 0.993223 0.999876 0.001459 0.000038 0.025365 0.000000 0.000000 0.000000 0.000000 0.002359 0.000033 0.025367
0.008000 0.237971 -0.002589 0.382529 4013173.398876 50.000000 50.000000 4013173.398876 0.993223 0.999999 0.999998 0.999876 50.000000 50.000000 0.999999 0.999998 4013173.398876 4013173.398876 0.993223 0.999876 0.001628 -0.000136 0.032617 0.000000 0.000000 0.000000 0.000000 0.002828 -0.000142 0.032618
0.010000 0.237977 -0.002590 0.382605 4501710.026876 50.000000 50.000000 4501710.026876 0.993223 0.999999 0.999998 0.999876 50.000000 50.000000 0.999999 0.999998 4501710.026876 4501710.026876 0.993223 0.999876 0.001710 -0.000336 0.037792 0.000000 0.000000 0.000000 0.000000 0.003210 -0.000343 0.037794
0.012000 0.237984 -0.002591 0.382688 5000050.000001 50.000000 50.000000 5000050.000001 0.993223 0.999999 0.999998 0.999876 50.000000 50.000000 0.999999 0.999998 5000050.000001 5000050.000001 0.993223 0.999876 0.001754 -0.000524 0.041526 0.000000 0.000000 0.000000 0.000000 0.003554 -0.000532 0.041528
0.014000 0.237992 -0.002592 0.382776 5498389.973126 50.000000 50.000000 5498389.973126 0.803901 0.999999 0.999998 0.899876 50.000000 50.000000 0.999999 0.999998 5498389.973126 5498389.973126 0.803901 0.899876 0.001596 -0.000698 0.043909 0.000000 0.000000 0.000000 0.000000 0.003696 -0.000708 0.043912
0.016000 0.237999 -0.002594 0.382863 5986926.601126 50.000000 50.000000 5986926.601126 0.634578 0.999999 0.999998 0.719889 50.000000 50.000000 0.999999 0.999998 5986926.601126 5986926.601126 0.634578 0.719889 0.001507 -0.000807 0.043364 0.000000 0.000000 0.000000 0.000000 0.003907 -0.000819 0.043367
0.018000 0.238007 -0.002596 0.382946 6456613.062259 50.000000 50.000000 6456613.062259 0.485256 0.999999 0.999998 0.559901 50.000000 50.000000 0.999999 0.999998 6456613.062259 6456613.062259 0.485256 0.559901 0.001321 -0.000827 0.041723 0.000000 0.000000 0.000000 0.000000 0.004021 -0.000839 0.041726
0.020000 0.238015 -0.002597 0.383026 6899794.811277 50.000000 50.000000 6899794.811277 0.355934 0.999999 0.999998 0.419913 50.000000 50.000000 0.999999 0.999998 6899794.811277 6899794.811277 0.355934 0.419913 0.000913 -0.000803 0.040081 0.000000 0.000000 0.000000 0.000000 0.003913 -0.000817 0.040084
