0.002 0 0 0.26 0 0 0
0.002 0 0 0.26 0 0 0
0.004 -6.28869e-06 1.55106e-07 0.259986 -0.00314438 7.75761e-05 -0.00709755
0.004 -6.28869e-06 1.55106e-07 0.259986 -0.00314438 7.75761e-05 -0.00709755
0.006 -1.92586e-05 4.76079e-07 0.25996 -0.00648514 0.000160617 -0.0129466
0.006 -1.92586e-05 4.76079e-07 0.25996 -0.00648514 0.000160617 -0.0129466
0.008 -3.91824e-05 9.70651e-07 0.259924 -0.00996256 0.00024765 -0.0178533
0.01 -6.62344e-05 1.64392e-06 0.25988 -0.0135274 0.000337395 -0.0220735
0.01 -6.62344e-05 1.64392e-06 0.25988 -0.0135274 0.000337395 -0.0220735
0.012 -0.000100508 2.49874e-06 0.259828 -0.0171397 0.000428747 -0.0258186
0.012 -0.000100508 2.49874e-06 0.259828 -0.0171397 0.000428747 -0.0258186
0.014 -0.000142033 3.53604e-06 0.25977 -0.0207672 0.000520768 -0.0292619
0.014 -0.000142033 3.53604e-06 0.25977 -0.0207672 0.000520768 -0.0292619
0.016 -0.000190787 4.75513e-06 0.259705 -0.0243844 0.000612676 -0.0325436
0.082 -0.00519454 0.000120466 0.252114 -0.120069 0.00283628 -0.208093
0.084 -0.00543813 0.000125697 0.251686 -0.122815 0.00289478 -0.213682
0.084 -0.00543813 0.000125697 0.251686 -0.122815 0.00289478 -0.213682
0.086 -0.00568716 0.000131018 0.251246 -0.125577 0.0029537 -0.219175
0.086 -0.00568716 0.000131018 0.251246 -0.125577 0.0029537 -0.219175
0.088 -0.00594165 0.00013643 0.250796 -0.128352 0.00301303 -0.224569
0.09 -0.00620164 0.000141933 0.250335 -0.13114 0.00307271 -0.229865
0.09 -0.00620164 0.000141933 0.250335 -0.13114 0.00307271 -0.229865
0.092 -0.00646715 0.000147526 0.249863 -0.133941 0.003132 -0.235061
0.092 -0.00646715 0.000147526 0.249863 -0.133941 0.003132 -0.235061
0.094 -0.00673821 0.000153209 0.249382 -0.136753 0.00319104 -0.240156
0.094 -0.00673821 0.000153209 0.249382 -0.136753 0.00319104 -0.240156
0.096 -0.00701483 0.00015898 0.24889 -0.139577 0.00324994 -0.245149
0.098 -0.00729705 0.000164841 0.248388 -0.142412 0.00330881 -0.25004
0.098 -0.00729705 0.000164841 0.248388 -0.142412 0.00330881 -0.25004
0.1 -0.00758489 0.00017079 0.247877 -0.145257 0.00336775 -0.254829
0.1 -0.00758489 0.00017079 0.247877 -0.145257 0.00336775 -0.254829
0.102 -0.00787836 0.000176827 0.247357 -0.148112 0.00342689 -0.259517
0.102 -0.00787836 0.000176827 0.247357 -0.148112 0.00342689 -0.259517
0.104 -0.00817749 0.000182954 0.246827 -0.150976 0.00348632 -0.264103
0.106 -0.00848229 0.000189169 0.246288 -0.153847 0.0035462 -0.268588
0.106 -0.00848229 0.000189169 0.246288 -0.153847 0.0035462 -0.268588
0.108 -0.00879278 0.000195476 0.24574 -0.156725 0.00360667 -0.272975
0.108 -0.00879278 0.000195476 0.24574 -0.156725 0.00360667 -0.272975
0.11 -0.0091089 0.000201855 0.245184 -0.159573 0.00365862 -0.27728
0.11 -0.0091089 0.000201855 0.245184 -0.159573 0.00365862 -0.27728
0.112 -0.00943057 0.000208306 0.244619 -0.162386 0.00371056 -0.281505
0.114 -0.00975774 0.00021483 0.244046 -0.165166 0.00376252 -0.285649
0.114 -0.00975774 0.00021483 0.244046 -0.165166 0.00376252 -0.285649
0.116 -0.0100903 0.000221425 0.243465 -0.167919 0.00381457 -0.289712
0.116 -0.0100903 0.000221425 0.243465 -0.167919 0.00381457 -0.289712
0.118 -0.0104283 0.000228092 0.242876 -0.170646 0.00386676 -0.293696
0.118 -0.0104283 0.000228092 0.242876 -0.170646 0.00386676 -0.293696
0.12 -0.0107716 0.000234831 0.242278 -0.17335 0.00391912 -0.2976
