time, CoM_x,CoM_y,CoM_z,ep_x,ep_y,ep_z
0.002000 0.237617 -0.001821 0.382730 2689464.213700 50.000000 50.000000 2689464.213700 0.000000 1.000000 1.000000 1.000000 50.000000 50.000000 1.000000 1.000000 2689464.213700 2689464.213700 0.000000 1.000000 0.000279 0.000007 0.000401 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.000579 0.000006 0.000401
0.004000 0.237620 -0.001821 0.382739 3100305.188724 50.000000 50.000000 3100305.188724 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 3100305.188724 3100305.188724 0.000000 0.000000 0.000629 0.000127 0.004659 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.001229 0.000124 0.004659
0.006000 0.237623 -0.001821 0.382755 3543486.937742 50.000000 50.000000 3543486.937742 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 3543486.937742 3543486.937742 0.000000 0.000000 0.000719 0.000175 0.007919 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.001619 0.000172 0.007919
0.008000 0.237627 -0.001821 0.382776 4013173.398876 50.000000 50.000000 4013173.398876 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 4013173.398876 4013173.398876 0.000000 0.000000 0.000668 0.000187 0.010424 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.001868 0.000183 0.010424
0.010000 0.237631 -0.001820 0.382800 4501710.026876 50.000000 50.000000 4501710.026876 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 4501710.026876 4501710.026876 0.000000 0.000000 0.000548 0.000183 0.012356 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002048 0.000177 0.012356
0.012000 0.237635 -0.001820 0.382828 5000050.000001 50.000000 50.000000 5000050.000001 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 5000050.000001 5000050.000001 0.000000 0.000000 0.000402 0.000174 0.013850 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002202 0.000168 0.013849
0.014000 0.237640 -0.001820 0.382856 5498389.973126 50.000000 50.000000 5498389.973126 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 5498389.973126 5498389.973126 0.000000 0.000000 0.000378 0.000003 0.014113 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002478 -0.000004 0.014112
0.016000 0.237646 -0.001819 0.382880 5986926.601126 50.000000 50.000000 5986926.601126 0.000000 0.000000 0.000000 0.000011 50.000000 50.000000 0.000000 0.000000 5986926.601126 5986926.601126 0.000000 0.000011 0.000359 0.000231 0.011909 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002759 0.000222 0.011908
0.018000 0.237651 -0.001819 0.382897 6456613.062259 50.000000 50.000000 6456613.062259 0.000010 0.000000 0.000000 0.105544 50.000000 50.000000 0.000000 0.000000 6456613.062259 6456613.062259 0.000010 0.105544 0.000127 0.000468 0.008640 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002827 0.000458 0.008638
0.020000 0.237657 -0.001818 0.382908 6899794.811277 50.000000 50.000000 6899794.811277 0.018301 0.000000 0.000000 0.341003 50.000000 50.000000 0.000000 0.000000 6899794.811277 6899794.811277 0.018301 0.341003 -0.000415 0.000534 0.005390 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002585 0.000522 0.005388
0.022000 0.237661 -0.001817 0.382914 7310635.786301 50.000000 50.000000 7310635.786301 0.023294 0.000000 0.000000 0.339176 50.000000 50.000000 0.000000 0.000000 7310635.786301 7310635.786301 0.023294 0.339176 -0.001277 0.000388 0.002813 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002023 0.000376 0.002811
0.024000 0.237663 -0.001817 0.382916 7685297.834991 50.000000 50.000000 7685297.834991 0.027793 0.000000 0.000000 0.342711 50.000000 50.000000 0.000000 0.000000 7685297.834991 7685297.834991 0.027793 0.342711 -0.002397 0.000103 0.001237 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.001203 0.000090 0.001234
0.026000 0.237664 -0.001817 0.382918 8021888.885587 50.000000 50.000000 8021888.885587 0.035642 0.000000 0.000000 0.338851 50.000000 50.000000 0.000000 0.000000 8021888.885587 8021888.885587 0.035642 0.338851 -0.003672 -0.000213 0.000752 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.000228 -0.000228 0.000748
0.028000 0.237662 -0.001818 0.382920 8320233.851340 50.000000 50.000000 8320233.851340 0.035598 0.000000 0.000000 0.349345 50.000000 50.000000 0.000000 0.000000 8320233.851340 8320233.851340 0.035598 0.349345 -0.004992 -0.000595 0.001282 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.000792 -0.000611 0.001277
0.030000 0.237659 -0.001821 0.382925 8581539.350996 50.000000 50.000000 8581539.350996 0.036041 0.000000 0.000000 0.415742 50.000000 50.000000 0.000000 0.000000 8581539.350996 8581539.350996 0.036041 0.415742 -0.006159 -0.001083 0.002572 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.001659 -0.001100 0.002566
0.032000 0.237654 -0.001824 0.382934 8808020.779780 50.000000 50.000000 8808020.779780 0.036787 0.000000 0.000000 0.605110 50.000000 50.000000 0.000000 0.000000 8808020.779780 8808020.779780 0.036787 0.605110 -0.007190 -0.001700 0.004532 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.002390 -0.001718 0.004526
0.034000 0.237648 -0.001828 0.382948 9002545.108804 50.000000 50.000000 9002545.108804 0.072703 0.000000 0.000000 0.932882 50.000000 50.000000 0.000000 0.000000 9002545.108804 9002545.108804 0.072703 0.932882 -0.007996 -0.002204 0.006919 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.002896 -0.002222 0.006911
0.036000 0.237642 -0.001834 0.382967 9168323.035062 50.000000 50.000000 9168323.035062 0.188336 0.000000 0.000000 1.000000 50.000000 50.000000 0.000000 0.000000 9168323.035062 9168323.035062 0.188336 1.000000 -0.008536 -0.002691 0.009495 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.003136 -0.002710 0.009486
0.038000 0.237636 -0.001840 0.382991 9308665.796567 50.000000 50.000000 9308665.796567 0.249428 0.000000 0.000000 1.000000 50.000000 50.000000 0.000000 0.000000 9308665.796567 9308665.796567 0.249428 1.000000 -0.008739 -0.002996 0.011957 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.003039 -0.003016 0.011946
0.040000 0.237630 -0.001846 0.383020 9426808.241012 50.000000 50.000000 9426808.241012 0.254133 0.000000 0.000000 1.000000 50.000000 50.000000 0.000000 0.000000 9426808.241012 9426808.241012 0.254133 1.000000 -0.008669 -0.003269 0.014322 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.002669 -0.003290 0.014309
0.042000 0.237626 -0.001853 0.383053 9525791.268225 50.000000 50.000000 9525791.268225 0.256967 0.000000 0.000000 1.000000 50.000000 50.000000 0.000000 0.000000 9525791.268225 9525791.268225 0.256967 1.000000 -0.008357 -0.003509 0.016459 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.002057 -0.003530 0.016444
0.044000 0.237624 -0.001861 0.383089 9608392.772033 50.000000 50.000000 9608392.772033 0.207036 0.000000 0.000000 1.000000 50.000000 50.000000 0.000000 0.000000 9608392.772033 9608392.772033 0.207036 1.000000 -0.007845 -0.003720 0.018290 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.001245 -0.003742 0.018274
0.046000 0.237623 -0.001869 0.383129 9677095.353016 50.000000 50.000000 9677095.353016 0.199380 0.000000 0.000000 1.000000 50.000000 50.000000 0.000000 0.000000 9677095.353016 9677095.353016 0.199380 1.000000 -0.007179 -0.003902 0.019781 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 -0.000279 -0.003925 0.019763
0.048000 0.237625 -0.001877 0.383171 9734080.064232 50.000000 50.000000 9734080.064232 0.198510 0.000000 0.000000 1.000000 50.000000 50.000000 0.000000 0.000000 9734080.064232 9734080.064232 0.198510 1.000000 -0.006408 -0.004055 0.020933 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.000792 -0.004078 0.020912
