0.0 -0.0010205541 -0.00066406105 0.274291 -0.09332464 -0.051478673 0.3575921
0.004 -0.0031025428 -0.0019322778 0.28241348 -0.090948395 -0.06550824 0.37623495
0.008 -0.004932913 -0.0034125934 0.28866592 -0.09969808 -0.083786964 0.27777648
0.012 -0.006560834 -0.00558677 0.2929123 -0.063066766 -0.12522721 0.16224268
0.016 -0.007695408 -0.008107119 0.294364 -0.0583349 -0.12514883 0.010355007
0.02 -0.008996783 -0.010379523 0.29324096 -0.066274166 -0.09907201 -0.08485835
0.024 -0.010017408 -0.012001226 0.2910576 -0.031312108 -0.07136068 -0.12848222
0.028 -0.010234779 -0.0129122 0.28829944 -0.0011245604 -0.02181093 -0.13667561
0.032 -0.010039488 -0.012670745 0.285845 0.016501173 0.032507144 -0.10902749
0.036000000000000004 -0.009513396 -0.011293148 0.28432578 0.027817462 0.09506212 -0.052010022
0.04 -0.008100657 -0.008161318 0.28365213 0.0911561 0.18518505 -0.035020728
0.044 -0.0061105 -0.0040397253 0.28277147 0.09578609 0.20862515 -0.0464824
0.048 -0.0044398787 -4.7322654e-05 0.28185526 0.07801938 0.19338249 -0.049507003
0.052000000000000005 -0.0026110632 0.004160646 0.28046766 0.10332527 0.22789411 -0.08565457
0.056 8.4827305e-05 0.0087391315 0.27876073 0.15201268 0.22396861 -0.078406215
0.06 0.0035882809 0.0125222355 0.27771336 0.1913788 0.15866801 -0.03682608
0.064 0.007680096 0.014559023 0.27762488 0.2110394 0.065632254 0.01622586
0.068 0.011623398 0.015187871 0.27810583 0.18383539 0.014208352 0.031018013
0.07200000000000001 0.01512083 0.015042054 0.2791935 0.17543168 -0.017778512 0.069728896
0.076 0.018617984 0.014727157 0.28166294 0.17071162 -0.009156567 0.16806498
0.08 0.021864336 0.0138102155 0.2847969 0.16849817 -0.06042112 0.120887056
0.084 0.025720088 0.012468435 0.28586647 0.21803878 -0.0671701 -0.0021914095
0.088 0.030428994 0.011204285 0.28484505 0.23721799 -0.060725182 -0.06879158
0.092 0.03508433 0.010046237 0.28347537 0.22893476 -0.056439977 -0.068612725
0.096 0.039671727 0.008895073 0.28224745 0.2375155 -0.060583513 -0.05051116
0.1 0.044470236 0.00785119 0.2825257 0.24493086 -0.047753677 0.04522333
0.10400000000000001 0.04974489 0.0073549286 0.28382197 0.2800946 -0.0032286197 0.07038852
