0.002 0 0 0.26 0 0 0
0.002 0 0 0.26 0 0 0
0.07 -0.00384548 9.09555e-05 0.254444 -0.103888 0.00248942 -0.172722
0.07 -0.00384548 9.09555e-05 0.254444 -0.103888 0.00248942 -0.172722
0.072 -0.00405709 9.56507e-05 0.254085 -0.106552 0.00254729 -0.178808
0.074 -0.00427395 0.000100436 0.253715 -0.109228 0.00260502 -0.184828
0.074 -0.00427395 0.000100436 0.253715 -0.109228 0.00260502 -0.184828
0.076 -0.00449609 0.00010531 0.253332 -0.111917 0.00266271 -0.190772
0.076 -0.00449609 0.00010531 0.253332 -0.111917 0.00266271 -0.190772
0.078 -0.00472355 0.000110273 0.252938 -0.114619 0.00272041 -0.196635
0.078 -0.00472355 0.000110273 0.252938 -0.114619 0.00272041 -0.196635
0.08 -0.00495636 0.000115325 0.252532 -0.117336 0.0027782 -0.20241
0.082 -0.00519454 0.000120466 0.252114 -0.120069 0.00283628 -0.208093
0.082 -0.00519454 0.000120466 0.252114 -0.120069 0.00283628 -0.208093
0.084 -0.00543813 0.000125697 0.251686 -0.122815 0.00289478 -0.213682
0.084 -0.00543813 0.000125697 0.251686 -0.122815 0.00289478 -0.213682
0.086 -0.00568716 0.000131018 0.251246 -0.125577 0.0029537 -0.219175
0.086 -0.00568716 0.000131018 0.251246 -0.125577 0.0029537 -0.219175
0.088 -0.00594165 0.00013643 0.250796 -0.128352 0.00301303 -0.224569
0.09 -0.00620164 0.000141933 0.250335 -0.13114 0.00307271 -0.229865
0.09 -0.00620164 0.000141933 0.250335 -0.13114 0.00307271 -0.229865
0.092 -0.00646715 0.000147526 0.249863 -0.133941 0.003132 -0.235061
0.092 -0.00646715 0.000147526 0.249863 -0.133941 0.003132 -0.235061
0.094 -0.00673821 0.000153209 0.249382 -0.136753 0.00319104 -0.240156
0.094 -0.00673821 0.000153209 0.249382 -0.136753 0.00319104 -0.240156
0.096 -0.00701483 0.00015898 0.24889 -0.139577 0.00324994 -0.245149
0.098 -0.00729705 0.000164841 0.248388 -0.142412 0.00330881 -0.25004
0.098 -0.00729705 0.000164841 0.248388 -0.142412 0.00330881 -0.25004
0.1 -0.00758489 0.00017079 0.247877 -0.145257 0.00336775 -0.254829
0.1 -0.00758489 0.00017079 0.247877 -0.145257 0.00336775 -0.254829
0.102 -0.00787836 0.000176827 0.247357 -0.148112 0.00342689 -0.259517
0.104 -0.00817749 0.000182954 0.246827 -0.150976 0.00348632 -0.264103
0.104 -0.00817749 0.000182954 0.246827 -0.150976 0.00348632 -0.264103
0.106 -0.00848229 0.000189169 0.246288 -0.153847 0.0035462 -0.268588
0.106 -0.00848229 0.000189169 0.246288 -0.153847 0.0035462 -0.268588
0.108 -0.00879278 0.000195476 0.24574 -0.156725 0.00360667 -0.272975
0.108 -0.00879278 0.000195476 0.24574 -0.156725 0.00360667 -0.272975
0.11 -0.0091089 0.000201855 0.245184 -0.159573 0.00365862 -0.27728
0.112 -0.00943057 0.000208306 0.244619 -0.162386 0.00371056 -0.281505
0.112 -0.00943057 0.000208306 0.244619 -0.162386 0.00371056 -0.281505
0.114 -0.00975774 0.00021483 0.244046 -0.165166 0.00376252 -0.285649
0.114 -0.00975774 0.00021483 0.244046 -0.165166 0.00376252 -0.285649
0.116 -0.0100903 0.000221425 0.243465 -0.167919 0.00381457 -0.289712
0.118 -0.0104283 0.000228092 0.242876 -0.170646 0.00386676 -0.293696
0.118 -0.0104283 0.000228092 0.242876 -0.170646 0.00386676 -0.293696
0.12 -0.0107716 0.000234831 0.242278 -0.17335 0.00391912 -0.2976
0.12 -0.0107716 0.000234831 0.242278 -0.17335 0.00391912 -0.2976
0.122 -0.0111202 0.000241642 0.241673 -0.17603 0.00397172 -0.301428
0.122 -0.0111202 0.000241642 0.241673 -0.17603 0.00397172 -0.301428
0.124 -0.011474 0.000248524 0.241061 -0.17869 0.00402459 -0.305182
