time, CoM_x,CoM_y,CoM_z,ep_x,ep_y,ep_z
0.002000 0.000629 -0.000000 0.371717 18875.899496 50.000000 50.000000 18875.899496 0.000000 0.000000 -0.000000 0.000329 -0.000000 0.000435 0.363734 21.241069 20.696728 0.260038
0.004000 -0.000092 -0.000120 0.371741 21751.786321 50.000000 50.000000 21751.786321 -0.000005 0.000017 0.000010 -0.000692 -0.000120 0.012009 0.264709 17.831943 17.459663 0.188694
0.006000 -0.000463 -0.000126 0.371776 24854.058564 50.000000 50.000000 24854.058564 -0.000009 0.000033 0.000026 -0.001363 -0.000127 0.017799 0.142846 16.096272 15.930238 0.080726
0.008000 -0.000487 -0.000222 0.371818 28141.863792 50.000000 50.000000 28141.863792 -0.000011 0.000049 0.000048 -0.001687 -0.000223 0.020832 0.122395 15.165555 15.108635 0.070490
0.010000 -0.000346 -0.000204 0.371863 31561.620188 50.000000 50.000000 31561.620188 -0.000013 0.000059 0.000075 -0.001846 -0.000205 0.022372 0.076298 14.685264 14.665283 0.030601
0.012000 -0.000122 -0.000190 0.371909 35050.000000 50.000000 50.000000 35050.000000 -0.000015 0.000066 0.000107 -0.001922 -0.000191 0.023199 0.047167 14.410841 14.408702 0.006312
0.014000 0.000001 -0.000104 0.371955 38538.379812 50.000000 50.000000 38538.379812 -0.000019 0.000071 0.000141 -0.002099 -0.000106 0.022901 0.045891 14.481794 14.544317 0.085906
0.016000 0.000314 0.000290 0.371997 41958.136208 50.000000 50.000000 41958.136208 -0.000025 0.000069 0.000159 -0.002086 0.000288 0.021203 0.224117 14.987528 15.104668 0.266873
0.018000 0.000376 0.000705 0.372036 45245.941436 50.000000 50.000000 45245.941436 -0.000036 0.000065 0.000160 -0.002324 0.000703 0.019241 0.484481 15.592625 15.875848 0.532778
0.020000 0.000067 0.000999 0.372071 48348.213679 50.000000 50.000000 48348.213679 -0.000054 0.000066 0.000147 -0.002933 0.000997 0.017699 0.787140 16.082898 16.670403 0.841823
0.022000 -0.000547 0.001151 0.372105 51224.100504 50.000000 50.000000 51224.100504 -0.000078 0.000079 0.000128 -0.003847 0.001148 0.016839 1.098381 16.380070 17.375155 1.158521
0.024000 -0.001308 0.001503 0.372138 53846.734845 50.000000 50.000000 53846.734845 -0.000124 0.000105 0.000111 -0.004908 0.001500 0.016698 1.561724 16.569655 17.827533 1.628597
0.026000 -0.002035 0.001790 0.372173 56202.872199 50.000000 50.000000 56202.872199 -0.000198 0.000143 0.000100 -0.005935 0.001787 0.017143 2.017042 16.631822 18.037968 2.086501
0.028000 -0.002609 0.002019 0.372209 58291.286959 50.000000 50.000000 58291.286959 -0.000301 0.000186 0.000101 -0.006809 0.002017 0.018057 2.438774 16.579217 18.000748 2.505021
0.030000 -0.003027 0.002243 0.372248 60120.425457 50.000000 50.000000 60120.425457 -0.000435 0.000226 0.000114 -0.007527 0.002240 0.019338 2.848666 16.432135 17.756259 2.905230
0.032000 -0.003206 0.002527 0.372289 61705.795458 50.000000 50.000000 61705.795458 -0.000602 0.000249 0.000140 -0.008006 0.002524 0.020669 3.263370 16.257740 17.370989 3.302932
0.034000 -0.003193 0.002711 0.372333 63067.465762 50.000000 50.000000 63067.465762 -0.000796 0.000249 0.000177 -0.008293 0.002707 0.022110 3.611152 16.006429 16.875788 3.625537
0.036000 -0.002980 0.002856 0.372380 64227.911245 50.000000 50.000000 64227.911245 -0.001013 0.000216 0.000226 -0.008380 0.002851 0.023500 3.912049 15.720596 16.316346 3.893813
0.038000 -0.002580 0.002962 0.372430 65210.310576 50.000000 50.000000 65210.310576 -0.001247 0.000144 0.000284 -0.008280 0.002957 0.024744 4.162365 15.418546 15.737499 4.105164
0.040000 -0.002045 0.003155 0.372482 66037.307687 50.000000 50.000000 66037.307687 -0.001495 0.000034 0.000347 -0.008045 0.003149 0.026044 4.408166 15.087687 15.086927 4.305678
0.042000 -0.001400 0.003227 0.372536 66730.188878 50.000000 50.000000 66730.188878 -0.001750 -0.000118 0.000414 -0.007700 0.003221 0.026982 4.578151 14.788847 14.545043 4.427478
0.044000 -0.000665 0.003263 0.372591 67308.399404 50.000000 50.000000 67308.399404 -0.002004 -0.000313 0.000484 -0.007265 0.003257 0.027664 4.706877 14.520343 14.073116 4.506062
0.046000 0.000125 0.003220 0.372647 67789.317471 50.000000 50.000000 67789.317471 -0.002252 -0.000548 0.000554 -0.006775 0.003213 0.028073 4.770810 14.288226 13.699297 4.520898
0.048000 0.000902 0.003266 0.372704 68188.210450 50.000000 50.000000 68188.210450 -0.002492 -0.000821 0.000624 -0.006298 0.003258 0.028354 4.870831 14.104751 13.382111 4.568443
0.050000 0.001677 0.003258 0.372761 68518.311034 50.000000 50.000000 68518.311034 -0.002721 -0.001126 0.000694 -0.005823 0.003248 0.028621 4.928430 13.909092 13.096633 4.575264
0.052000 0.002426 0.003244 0.372819 68790.965303 50.000000 50.000000 68790.965303 -0.002937 -0.001459 0.000764 -0.005374 0.003234 0.028862 4.973581 13.722614 12.845439 4.570053
0.054000 0.003124 0.003235 0.372877 69015.817781 50.000000 50.000000 69015.817781 -0.003138 -0.001812 0.000833 -0.004976 0.003223 0.029086 5.017344 13.550659 12.633145 4.563096
0.056000 0.003752 0.003236 0.372936 69201.009551 50.000000 50.000000 69201.009551 -0.003326 -0.002180 0.000900 -0.004648 0.003224 0.029302 5.070709 13.396212 12.459782 4.564069
0.058000 0.004297 0.003254 0.372995 69353.373869 50.000000 50.000000 69353.373869 -0.003500 -0.002556 0.000967 -0.004403 0.003241 0.029520 5.142901 13.260949 12.324000 4.580559
0.060000 0.004751 0.003292 0.373054 69478.620019 50.000000 50.000000 69478.620019 -0.003663 -0.002935 0.001031 -0.004249 0.003278 0.029747 5.242018 13.146522 12.224106 4.618725
0.062000 0.005110 0.003351 0.373115 69581.500435 50.000000 50.000000 69581.500435 -0.003818 -0.003313 0.001093 -0.004190 0.003335 0.029985 5.374668 13.054785 12.158924 4.683027
0.064000 0.005376 0.003431 0.373175 69665.959077 50.000000 50.000000 69665.959077 -0.003966 -0.003686 0.001153 -0.004224 0.003415 0.030233 5.546404 12.988053 12.127947 4.776665
0.066000 0.005553 0.003534 0.373236 69735.260879 50.000000 50.000000 69735.260879 -0.004111 -0.004052 0.001209 -0.004347 0.003517 0.030487 5.761871 12.948962 12.131285 4.901733
0.068000 0.005648 0.003660 0.373298 69792.103207 50.000000 50.000000 69792.103207 -0.004256 -0.004409 0.001263 -0.004552 0.003641 0.030742 6.025191 12.940367 12.169522 5.059558
